MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,FV,4.290459441148391,9.0642735958414,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",2007,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1372,1372,GasA,Ex,Y,SBrkr,7.224753405767971,0,No Feature,7.224753405767971,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2008.0,Fin,2,529,TA,TA,Y,0.0,4.948759890378168,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2008,New,Partial,12.43153750053306
20,RL,4.244678443522658,9.076923258535832,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,4.343805421853684,TA,TA,CBlock,TA,TA,No,BLQ,6.720220155135295,Unf,0.0,174,1002,GasA,TA,Y,SBrkr,6.910750787961936,0,No Feature,6.910750787961936,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1973.0,Unf,2,902,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,8,2009,WD,Normal,11.908346971208951
20,RL,4.219507705176107,9.273972232220956,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,5.616771097666572,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1638,1638,GasA,Ex,Y,SBrkr,7.4067107301776405,0,No Feature,7.4067107301776405,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2007.0,RFn,3,870,TA,TA,Y,5.262690188904886,4.394449154672439,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,11,2007,New,Partial,12.424810506025395
20,RL,4.454347296253507,8.849513965486398,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1961,1961,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.838405200847344,Unf,0.0,108,1040,GasA,TA,Y,SBrkr,7.02197642307216,0,No Feature,7.02197642307216,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Fa,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1961.0,RFn,2,544,TA,TA,Y,5.1298987149230735,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,Shed,Has Feature,5,2007,WD,Normal,11.767575435251748
60,RL,4.460529696161825,9.599879329534089,Pave,NoAlley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,"(0.999, 5.0]","(5.0, 7.0]",1948,1950,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0,0,GasA,Gd,Y,SBrkr,7.344719054149673,720,Has Feature,7.749753406274437,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1979.0,Unf,2,672,TA,TA,P,4.795790545596741,4.976733742420574,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2006,WD,Normal,12.037659911047468
60,RL,4.394449154672439,9.204221690968005,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.5093883366279774,Gd,TA,PConc,Gd,TA,No,GLQ,6.621405651764134,Unf,0.0,300,1050,GasA,Ex,Y,SBrkr,6.968850378341948,887,No Feature,7.575584651557793,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,5.056245805348308,4.51085950651685,0.0,No Feature,0.0,No Feature,NoPool,GdPrv,NoFeature,No Feature,6,2010,WD,Normal,12.371591321286905
20,RL,4.110873864173311,8.79497643168877,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894,894,GasA,Gd,N,SBrkr,6.796823718274855,0,No Feature,6.796823718274855,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1962.0,Unf,1,308,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2009,WD,Normal,11.603688960617083
60,RL,4.2626798770413155,9.076923258535832,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(0.999, 5.0]",1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.762173934797756,TA,TA,PConc,Gd,TA,No,GLQ,6.226536669287466,Unf,0.0,299,804,GasA,Ex,Y,SBrkr,6.690842277418564,878,No Feature,7.428333194190806,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1998.0,RFn,2,523,TA,TA,Y,0.0,4.356708826689592,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2010,WD,Normal,12.208574513247495
20,RL,4.31748811353631,9.09301972939964,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1953,1996,Gable,CompShg,WdShing,Wd Shng,,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0.0,Unf,0.0,105,105,GasA,Gd,Y,SBrkr,6.814542897259958,0,No Feature,6.814542897259958,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1953.0,Unf,2,414,TA,TA,Y,5.2832037287379885,0.0,5.017279836814924,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,10,2008,WD,Normal,11.661354090741
40,RL,4.110873864173311,9.404672841436273,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1949,1950,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,TA,TA,No,Rec,5.929589143389895,Unf,0.0,457,832,GasA,Gd,Y,SBrkr,6.9440872082295275,0,Has Feature,7.1459844677143876,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0.0,3.367295829986474,0.0,No Feature,0.0,No Feature,NoPool,NoFence,Othr,No Feature,9,2009,WD,Normal,11.798111925972618
50,RM,3.970291913552122,8.651898894268529,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(5.0, 7.0]",1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,676,676,GasA,Ex,Y,SBrkr,6.517671272912275,455,No Feature,7.0317412587631285,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1941.0,Unf,1,200,TA,TA,Y,3.295836866004329,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2009,WD,Abnorml,11.104972264124868
60,FV,4.330733340286331,9.105090961257085,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,4.174387269895637,Unf,0.0,1120,1184,GasA,Ex,Y,SBrkr,7.077498053569231,1426,No Feature,7.8674885686991285,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Ex,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,5.342334251964811,5.8998973535824915,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2007,New,Partial,12.623064399210183
20,RL,4.553876891600541,10.138045708665592,Pave,NoAlley,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1963,1963,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,6.452048954437226,Unf,0.0,431,1064,GasA,Gd,Y,SBrkr,6.947937068614969,0,No Feature,6.947937068614969,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1963.0,Unf,2,648,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,1,2007,WD,Normal,11.792456911128632
60,RL,4.31748811353631,9.086476384753796,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,5.37989735354046,Gd,TA,PConc,Ex,TA,No,GLQ,7.065613363597717,Unf,0.0,292,1462,GasA,Ex,Y,SBrkr,7.288244401020124,762,No Feature,7.707512194600341,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Ex,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,5.220355825078324,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2009,WD,Normal,12.765691290604371
85,RL,4.48863636973214,9.37441309371334,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,"(0.999, 5.0]","(5.0, 7.0]",1961,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,6.802394763324311,Unf,0.0,210,1109,GasA,TA,Y,SBrkr,7.052721049232323,0,No Feature,7.052721049232323,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Min2,"(-0.001, 1.0]",NoFirePlace,Detchd,1987.0,Unf,2,576,TA,TA,Y,5.262690188904886,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,Shed,Has Feature,6,2010,WD,Normal,11.904974309480183
20,RL,4.145248892083869,8.853808274977197,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(7.0, 9.0]",1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.51085950651685,Gd,Gd,CBlock,TA,TA,No,ALQ,6.472346294500901,Unf,0.0,218,864,GasA,Ex,Y,SBrkr,6.762729506931879,0,No Feature,6.762729506931879,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1978.0,Unf,1,336,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,7,2009,WD,Normal,11.824087219587643
20,RL,4.110873864173311,8.857230494201946,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,6.8885724595653635,Unf,0.0,110,1090,GasA,Gd,Y,SBrkr,6.994849985833071,0,No Feature,6.994849985833071,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2005.0,Fin,2,450,TA,TA,Y,0.0,3.912023005428146,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2007,WD,Normal,11.964007453736912
50,RL,3.8066624897703196,9.529448434427817,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,"(6.0, 7.0]","(0.999, 5.0]",1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.770684624465665,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,6.805722553416985,Unf,0.0,254,1156,GasA,Ex,Y,SBrkr,7.080026499922591,530,No Feature,7.4489161025442,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,5.1298987149230735,3.6109179126442243,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2007,WD,Normal,12.141539457711714
60,RL,4.2710950739666,9.173365135851288,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(0.999, 5.0]",1992,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,808,808,GasA,Gd,Y,SBrkr,6.695798917058491,785,No Feature,7.374001859350161,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,5.8377304471659395,3.713572066704308,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,12,2009,WD,Normal,12.08954444723597
75,RL,4.110873864173311,8.733110697638708,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,"(0.999, 5.0]","(0.999, 5.0]",1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,795,795,GasA,TA,N,SBrkr,6.86171134048073,795,Has Feature,7.7102051944325325,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1997.0,Unf,1,440,TA,Gd,Y,0.0,5.241747015059643,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,3,2006,WD,Normal,11.682676678340282
20,RL,4.189654742026425,8.875007486048396,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.110873864173311,TA,TA,CBlock,TA,TA,No,BLQ,6.07073772800249,Unf,0.0,460,892,GasA,TA,Y,SBrkr,6.794586580876499,0,No Feature,6.794586580876499,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1967.0,RFn,1,288,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,7,2009,WD,Normal,11.51293546492023
120,FV,3.9318256327243257,8.540909718033554,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,"(7.0, 10.0]","(0.999, 5.0]",1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,4.110873864173311,Gd,TA,PConc,Ex,TA,Av,GLQ,7.122059881629142,Unf,0.0,460,1698,GasA,Ex,Y,SBrkr,7.444248649496705,0,No Feature,7.444248649496705,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,4.584967478670572,4.189654742026425,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,1,2008,CWD,Abnorml,12.70351207261035
90,RL,4.2626798770413155,9.035272443893536,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,"(0.999, 5.0]","(0.999, 5.0]",1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,4.812184355372417,TA,TA,CBlock,TA,TA,No,LwQ,6.270988431858299,Unf,0.0,1098,1626,GasA,Ex,Y,SBrkr,7.44600149832412,0,No Feature,7.44600149832412,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(1.0, 3.0]",TA,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2005.0,Fin,2,588,TA,TA,Y,5.60947179518496,4.007333185232471,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2006,WD,Family,11.884495917930655
50,RL,4.0943445622221,9.709113657218,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(5.0, 7.0]",1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816,816,GasA,TA,Y,SBrkr,6.771935555839602,521,No Feature,7.2399325913204695,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1955.0,Unf,1,300,TA,TA,Y,4.804021044733257,0.0,0.0,No Feature,5.583496308781699,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2008,WD,Normal,11.816734299348461
20,RL,4.564348191467836,9.671933733861948,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(5.0, 7.0]",1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,5.863631175598097,Rec,6.714170529909472,1043,2217,GasA,Ex,Y,SBrkr,7.704361167910313,0,No Feature,7.704361167910313,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,4.406719247264253,5.337538079701318,0.0,No Feature,5.41610040220442,No Feature,NoPool,NoFence,NoFeature,No Feature,10,2007,WD,Normal,12.498745990829315
20,RL,4.859812404361672,9.405989388981,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,"(5.0, 6.0]","(0.999, 5.0]",1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.51085950651685,TA,TA,CBlock,TA,TA,No,BLQ,6.932447891572509,Unf,0.0,481,1505,GasA,Ex,Y,SBrkr,7.317212408359839,0,No Feature,7.317212408359839,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0.0,0.0,0.0,Has Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2009,WD,Normal,11.915058360753719
50,RL,4.110873864173311,8.99528899055931,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(5.0, 7.0]",1949,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,672,672,GasA,Ex,Y,SBrkr,6.511745329644728,252,No Feature,6.829793737512425,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,Shed,Has Feature,7,2007,WD,Normal,11.719134432217524
60,RL,4.2626798770413155,9.32232887392423,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(0.999, 5.0]",1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.532599493153256,TA,TA,CBlock,TA,TA,No,LwQ,5.424950017481403,Rec,6.2166061010848646,192,918,GasA,Gd,Y,SBrkr,6.823286122355687,765,No Feature,7.428927194802272,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,5.497168225293202,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2009,WD,Normal,12.058158312538197
20,RL,4.2626798770413155,9.037771106624906,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(7.0, 9.0]",1963,2003,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.498282149476434,Unf,0.0,396,1059,GasA,TA,Y,SBrkr,6.974478911025045,0,No Feature,6.974478911025045,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1963.0,RFn,1,264,TA,TA,Y,5.262690188904886,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,2,2006,WD,Normal,11.947955847790901
20,RL,4.387014176184921,9.494390858193913,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1954,1954,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,6.970730078143525,Unf,0.0,319,1383,GasA,TA,Y,SBrkr,7.232733136177615,0,No Feature,7.232733136177615,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,6.238324625039508,4.762173934797756,0.0,No Feature,0.0,No Feature,NoPool,GdPrv,NoFeature,No Feature,6,2008,WD,Normal,12.013706813470414
90,RL,4.174387269895637,8.856376036730422,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,"(0.999, 5.0]","(0.999, 5.0]",1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0,0,GasA,TA,Y,SBrkr,7.336936913707618,0,No Feature,7.336936913707618,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(1.0, 3.0]",TA,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1979.0,Unf,2,400,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2009,WD,Alloca,11.685693195625964
